TableID,Frequency,Year,Quarter,Industry,IndustrYDescription,DataValue,NoteRef
8,A,1997,1997,11,"Agriculture, forestry, fishing, and hunting",64.028,8
8,A,1997,1997,111CA,Farms,63.832,8
8,A,1997,1997,113FF,"Forestry, fishing, and related activities",66.390,8
8,A,1997,1997,21,Mining,63.834,8
8,A,1997,1997,211,Oil and gas extraction,63.657,8
8,A,1997,1997,212,"Mining, except oil and gas",119.461,8
8,A,1997,1997,213,Support activities for mining,28.342,8
8,A,1997,1997,22,Utilities,79.066,8
8,A,1997,1997,23,Construction,97.178,8
8,A,1997,1997,311FT,Food and beverage and tobacco products,86.261,8
8,A,1997,1997,313TT,Textile mills and textile product mills,152.364,8
8,A,1997,1997,315AL,Apparel and leather and allied products,244.704,8
8,A,1997,1997,31G,Manufacturing,65.364,8
8,A,1997,1997,31ND,Nondurable goods,95.917,8
8,A,1997,1997,321,Wood products,87.465,8
8,A,1997,1997,322,Paper products,147.053,8
8,A,1997,1997,323,Printing and related support activities,88.034,8
8,A,1997,1997,324,Petroleum and coal products,88.343,8
8,A,1997,1997,325,Chemical products,86.370,8
8,A,1997,1997,326,Plastics and rubber products,82.227,8
8,A,1997,1997,327,Nonmetallic mineral products,100.702,8
8,A,1997,1997,331,Primary metals,68.323,8
8,A,1997,1997,332,Fabricated metal products,109.492,8
8,A,1997,1997,333,Machinery,91.832,8
8,A,1997,1997,334,Computer and electronic products,8.888,8
8,A,1997,1997,335,"Electrical equipment, appliances, and components",97.991,8
8,A,1997,1997,3361MV,"Motor vehicles, bodies and trailers, and parts",54.169,8
8,A,1997,1997,3364OT,Other transportation equipment,67.317,8
8,A,1997,1997,337,Furniture and related products,131.794,8
8,A,1997,1997,339,Miscellaneous manufacturing,64.369,8
8,A,1997,1997,33DG,Durable goods,48.676,8
8,A,1997,1997,42,Wholesale trade,60.852,8
8,A,1997,1997,441,Motor vehicle and parts dealers,53.886,8
8,A,1997,1997,445,Food and beverage stores,114.769,8
8,A,1997,1997,44RT,Retail trade,59.208,8
8,A,1997,1997,452,General merchandise stores,48.554,8
8,A,1997,1997,481,Air transportation,84.403,8
8,A,1997,1997,482,Rail transportation,83.304,8
8,A,1997,1997,483,Water transportation,56.449,8
8,A,1997,1997,484,Truck transportation,70.989,8
8,A,1997,1997,485,Transit and ground passenger transportation,67.566,8
8,A,1997,1997,486,Pipeline transportation,27.220,8
8,A,1997,1997,487OS,Other transportation and support activities,88.899,8
8,A,1997,1997,48TW,Transportation and warehousing,69.419,8
8,A,1997,1997,493,Warehousing and storage,36.045,8
8,A,1997,1997,4A0,Other retail,53.641,8
8,A,1997,1997,51,Information,28.753,8
8,A,1997,1997,511,"Publishing industries, except internet (includes software)",32.969,8
8,A,1997,1997,512,Motion picture and sound recording industries,35.153,8
8,A,1997,1997,513,Broadcasting and telecommunications,31.201,8
8,A,1997,1997,514,"Data processing, internet publishing, and other information services",14.423,8
8,A,1997,1997,52,Finance and insurance,58.601,8
8,A,1997,1997,521CI,"Federal Reserve banks, credit intermediation, and related activities",60.868,8
8,A,1997,1997,523,"Securities, commodity contracts, and investments",65.515,8
8,A,1997,1997,524,Insurance carriers and related activities,49.415,8
8,A,1997,1997,525,"Funds, trusts, and other financial vehicles",83.971,8
8,A,1997,1997,53,Real estate and rental and leasing,62.381,8
8,A,1997,1997,531,Real estate,62.338,8
8,A,1997,1997,532RL,Rental and leasing services and lessors of intangible assets,63.118,8
8,A,1997,1997,54,"Professional, scientific, and technical services",50.456,8
8,A,1997,1997,5411,Legal services,96.191,8
8,A,1997,1997,5412OP,"Miscellaneous professional, scientific, and technical services",58.067,8
8,A,1997,1997,5415,Computer systems design and related services,15.025,8
8,A,1997,1997,55,Management of companies and enterprises,66.612,8
8,A,1997,1997,56,Administrative and waste management services,52.503,8
8,A,1997,1997,561,Administrative and support services,51.164,8
8,A,1997,1997,562,Waste management and remediation services,67.264,8
8,A,1997,1997,6,"Educational services, health care, and social assistance",57.016,8
8,A,1997,1997,61,Educational services,65.615,8
8,A,1997,1997,62,Health care and social assistance,55.679,8
8,A,1997,1997,621,Ambulatory health care services,49.517,8
8,A,1997,1997,622,Hospitals,58.185,8
8,A,1997,1997,623,Nursing and residential care facilities,78.275,8
8,A,1997,1997,624,Social assistance,58.438,8
8,A,1997,1997,7,"Arts, entertainment, recreation, accommodation, and food services",67.450,8
8,A,1997,1997,71,"Arts, entertainment, and recreation",65.943,8
8,A,1997,1997,711AS,"Performing arts, spectator sports, museums, and related activities",55.955,8
8,A,1997,1997,713,"Amusements, gambling, and recreation industries",79.073,8
8,A,1997,1997,72,Accommodation and food services,68.038,8
8,A,1997,1997,721,Accommodation,69.774,8
8,A,1997,1997,722,Food services and drinking places,67.070,8
8,A,1997,1997,81,"Other services, except government",104.409,8
8,A,1997,1997,FIRE,"Finance, insurance, real estate, rental, and leasing",61.128,8
8,A,1997,1997,G,Government,86.751,8
8,A,1997,1997,GDP,Gross domestic product,63.075,8
8,A,1997,1997,GF,Federal,87.207,8
8,A,1997,1997,GFE,Government enterprises,138.467,8
8,A,1997,1997,GFG,General government,82.795,8
8,A,1997,1997,GFGD,National defense,91.277,8
8,A,1997,1997,GFGN,Nondefense,71.174,8
8,A,1997,1997,GSL,State and local,86.529,8
8,A,1997,1997,GSLE,Government enterprises,100.176,8
8,A,1997,1997,GSLG,General government,85.617,8
8,A,1997,1997,HS,Housing,73.536,8
8,A,1997,1997,ICT,Information-communications-technology-producing industries<sup>3</sup>,13.830,8;8.3.A
8,A,1997,1997,ORE,Other real estate,30.416,8
8,A,1997,1997,PGOOD,Private goods-producing industries<sup>1</sup>,69.100,8;8.1.A
8,A,1997,1997,PROF,Professional and business services,53.046,8
8,A,1997,1997,PSERV,Private services-producing industries<sup>2</sup>,57.859,8;8.2.A
8,A,1997,1997,PVT,Private industries,60.225,8
8,A,1998,1998,11,"Agriculture, forestry, fishing, and hunting",63.158,8
8,A,1998,1998,111CA,Farms,62.408,8
8,A,1998,1998,113FF,"Forestry, fishing, and related activities",67.905,8
8,A,1998,1998,21,Mining,67.103,8
8,A,1998,1998,211,Oil and gas extraction,65.201,8
8,A,1998,1998,212,"Mining, except oil and gas",139.034,8
8,A,1998,1998,213,Support activities for mining,26.659,8
8,A,1998,1998,22,Utilities,75.500,8
8,A,1998,1998,23,Construction,101.644,8
8,A,1998,1998,311FT,Food and beverage and tobacco products,84.877,8
8,A,1998,1998,313TT,Textile mills and textile product mills,150.452,8
8,A,1998,1998,315AL,Apparel and leather and allied products,221.821,8
8,A,1998,1998,31G,Manufacturing,68.457,8
8,A,1998,1998,31ND,Nondurable goods,94.409,8
8,A,1998,1998,321,Wood products,88.646,8
8,A,1998,1998,322,Paper products,137.643,8
8,A,1998,1998,323,Printing and related support activities,89.165,8
8,A,1998,1998,324,Petroleum and coal products,96.318,8
8,A,1998,1998,325,Chemical products,83.437,8
8,A,1998,1998,326,Plastics and rubber products,83.757,8
8,A,1998,1998,327,Nonmetallic mineral products,100.089,8
8,A,1998,1998,331,Primary metals,73.602,8
8,A,1998,1998,332,Fabricated metal products,106.687,8
8,A,1998,1998,333,Machinery,99.062,8
8,A,1998,1998,334,Computer and electronic products,11.627,8
8,A,1998,1998,335,"Electrical equipment, appliances, and components",82.188,8
8,A,1998,1998,3361MV,"Motor vehicles, bodies and trailers, and parts",60.264,8
8,A,1998,1998,3364OT,Other transportation equipment,71.172,8
8,A,1998,1998,337,Furniture and related products,134.174,8
8,A,1998,1998,339,Miscellaneous manufacturing,66.529,8
8,A,1998,1998,33DG,Durable goods,53.152,8
8,A,1998,1998,42,Wholesale trade,66.661,8
8,A,1998,1998,441,Motor vehicle and parts dealers,56.372,8
8,A,1998,1998,445,Food and beverage stores,121.804,8
8,A,1998,1998,44RT,Retail trade,64.856,8
8,A,1998,1998,452,General merchandise stores,52.602,8
8,A,1998,1998,481,Air transportation,81.411,8
8,A,1998,1998,482,Rail transportation,88.225,8
8,A,1998,1998,483,Water transportation,51.909,8
8,A,1998,1998,484,Truck transportation,73.943,8
8,A,1998,1998,485,Transit and ground passenger transportation,69.606,8
8,A,1998,1998,486,Pipeline transportation,43.547,8
8,A,1998,1998,487OS,Other transportation and support activities,94.962,8
8,A,1998,1998,48TW,Transportation and warehousing,73.032,8
8,A,1998,1998,493,Warehousing and storage,41.991,8
8,A,1998,1998,4A0,Other retail,60.616,8
8,A,1998,1998,51,Information,32.035,8
8,A,1998,1998,511,"Publishing industries, except internet (includes software)",37.163,8
8,A,1998,1998,512,Motion picture and sound recording industries,42.924,8
8,A,1998,1998,513,Broadcasting and telecommunications,33.869,8
8,A,1998,1998,514,"Data processing, internet publishing, and other information services",16.463,8
8,A,1998,1998,52,Finance and insurance,64.706,8
8,A,1998,1998,521CI,"Federal Reserve banks, credit intermediation, and related activities",70.372,8
8,A,1998,1998,523,"Securities, commodity contracts, and investments",66.645,8
8,A,1998,1998,524,Insurance carriers and related activities,53.512,8
8,A,1998,1998,525,"Funds, trusts, and other financial vehicles",124.473,8
8,A,1998,1998,53,Real estate and rental and leasing,63.070,8
8,A,1998,1998,531,Real estate,62.269,8
8,A,1998,1998,532RL,Rental and leasing services and lessors of intangible assets,70.755,8
8,A,1998,1998,54,"Professional, scientific, and technical services",53.299,8
8,A,1998,1998,5411,Legal services,99.945,8
8,A,1998,1998,5412OP,"Miscellaneous professional, scientific, and technical services",59.537,8
8,A,1998,1998,5415,Computer systems design and related services,18.290,8
8,A,1998,1998,55,Management of companies and enterprises,68.228,8
8,A,1998,1998,56,Administrative and waste management services,54.667,8
8,A,1998,1998,561,Administrative and support services,53.295,8
8,A,1998,1998,562,Waste management and remediation services,69.771,8
8,A,1998,1998,6,"Educational services, health care, and social assistance",57.288,8
8,A,1998,1998,61,Educational services,64.826,8
8,A,1998,1998,62,Health care and social assistance,56.086,8
8,A,1998,1998,621,Ambulatory health care services,49.549,8
8,A,1998,1998,622,Hospitals,58.921,8
8,A,1998,1998,623,Nursing and residential care facilities,78.231,8
8,A,1998,1998,624,Social assistance,60.692,8
8,A,1998,1998,7,"Arts, entertainment, recreation, accommodation, and food services",69.348,8
8,A,1998,1998,71,"Arts, entertainment, and recreation",66.019,8
8,A,1998,1998,711AS,"Performing arts, spectator sports, museums, and related activities",59.569,8
8,A,1998,1998,713,"Amusements, gambling, and recreation industries",74.847,8
8,A,1998,1998,72,Accommodation and food services,70.615,8
8,A,1998,1998,721,Accommodation,71.173,8
8,A,1998,1998,722,Food services and drinking places,70.175,8
8,A,1998,1998,81,"Other services, except government",108.823,8
8,A,1998,1998,FIRE,"Finance, insurance, real estate, rental, and leasing",63.826,8
8,A,1998,1998,G,Government,87.740,8
8,A,1998,1998,GDP,Gross domestic product,65.903,8
8,A,1998,1998,GF,Federal,86.966,8
8,A,1998,1998,GFE,Government enterprises,144.544,8
8,A,1998,1998,GFG,General government,81.911,8
8,A,1998,1998,GFGD,National defense,88.798,8
8,A,1998,1998,GFGN,Nondefense,72.457,8
8,A,1998,1998,GSL,State and local,88.147,8
8,A,1998,1998,GSLE,Government enterprises,99.276,8
8,A,1998,1998,GSLG,General government,87.444,8
8,A,1998,1998,HS,Housing,74.938,8
8,A,1998,1998,ICT,Information-communications-technology-producing industries<sup>3</sup>,16.911,8;8.3.A
8,A,1998,1998,ORE,Other real estate,27.399,8
8,A,1998,1998,PGOOD,Private goods-producing industries<sup>1</sup>,72.129,8;8.1.A
8,A,1998,1998,PROF,Professional and business services,55.570,8
8,A,1998,1998,PSERV,Private services-producing industries<sup>2</sup>,60.876,8;8.2.A
8,A,1998,1998,PVT,Private industries,63.238,8
8,A,1999,1999,11,"Agriculture, forestry, fishing, and hunting",64.687,8
8,A,1999,1999,111CA,Farms,63.504,8
8,A,1999,1999,113FF,"Forestry, fishing, and related activities",71.189,8
8,A,1999,1999,21,Mining,64.789,8
8,A,1999,1999,211,Oil and gas extraction,58.750,8
8,A,1999,1999,212,"Mining, except oil and gas",147.789,8
8,A,1999,1999,213,Support activities for mining,25.791,8
8,A,1999,1999,22,Utilities,88.112,8
8,A,1999,1999,23,Construction,105.931,8
8,A,1999,1999,311FT,Food and beverage and tobacco products,85.595,8
8,A,1999,1999,313TT,Textile mills and textile product mills,157.875,8
8,A,1999,1999,315AL,Apparel and leather and allied products,207.892,8
8,A,1999,1999,31G,Manufacturing,72.601,8
8,A,1999,1999,31ND,Nondurable goods,97.721,8
8,A,1999,1999,321,Wood products,87.097,8
8,A,1999,1999,322,Paper products,145.260,8
8,A,1999,1999,323,Printing and related support activities,90.552,8
8,A,1999,1999,324,Petroleum and coal products,92.425,8
8,A,1999,1999,325,Chemical products,89.045,8
8,A,1999,1999,326,Plastics and rubber products,91.768,8
8,A,1999,1999,327,Nonmetallic mineral products,101.952,8
8,A,1999,1999,331,Primary metals,78.843,8
8,A,1999,1999,332,Fabricated metal products,107.288,8
8,A,1999,1999,333,Machinery,93.720,8
8,A,1999,1999,334,Computer and electronic products,14.784,8
8,A,1999,1999,335,"Electrical equipment, appliances, and components",90.473,8
8,A,1999,1999,3361MV,"Motor vehicles, bodies and trailers, and parts",64.135,8
8,A,1999,1999,3364OT,Other transportation equipment,76.266,8
8,A,1999,1999,337,Furniture and related products,140.790,8
8,A,1999,1999,339,Miscellaneous manufacturing,68.966,8
8,A,1999,1999,33DG,Durable goods,57.313,8
8,A,1999,1999,42,Wholesale trade,68.844,8
8,A,1999,1999,441,Motor vehicle and parts dealers,59.687,8
8,A,1999,1999,445,Food and beverage stores,120.743,8
8,A,1999,1999,44RT,Retail trade,67.147,8
8,A,1999,1999,452,General merchandise stores,55.035,8
8,A,1999,1999,481,Air transportation,79.936,8
8,A,1999,1999,482,Rail transportation,92.205,8
8,A,1999,1999,483,Water transportation,42.609,8
8,A,1999,1999,484,Truck transportation,77.659,8
8,A,1999,1999,485,Transit and ground passenger transportation,78.052,8
8,A,1999,1999,486,Pipeline transportation,49.029,8
8,A,1999,1999,487OS,Other transportation and support activities,90.628,8
8,A,1999,1999,48TW,Transportation and warehousing,73.696,8
8,A,1999,1999,493,Warehousing and storage,40.661,8
8,A,1999,1999,4A0,Other retail,62.850,8
8,A,1999,1999,51,Information,35.987,8
8,A,1999,1999,511,"Publishing industries, except internet (includes software)",47.106,8
8,A,1999,1999,512,Motion picture and sound recording industries,52.165,8
8,A,1999,1999,513,Broadcasting and telecommunications,36.785,8
8,A,1999,1999,514,"Data processing, internet publishing, and other information services",13.669,8
8,A,1999,1999,52,Finance and insurance,70.577,8
8,A,1999,1999,521CI,"Federal Reserve banks, credit intermediation, and related activities",83.648,8
8,A,1999,1999,523,"Securities, commodity contracts, and investments",71.525,8
8,A,1999,1999,524,Insurance carriers and related activities,52.927,8
8,A,1999,1999,525,"Funds, trusts, and other financial vehicles",141.077,8
8,A,1999,1999,53,Real estate and rental and leasing,66.145,8
8,A,1999,1999,531,Real estate,64.957,8
8,A,1999,1999,532RL,Rental and leasing services and lessors of intangible assets,77.560,8
8,A,1999,1999,54,"Professional, scientific, and technical services",56.358,8
8,A,1999,1999,5411,Legal services,103.092,8
8,A,1999,1999,5412OP,"Miscellaneous professional, scientific, and technical services",62.159,8
8,A,1999,1999,5415,Computer systems design and related services,20.902,8
8,A,1999,1999,55,Management of companies and enterprises,68.411,8
8,A,1999,1999,56,Administrative and waste management services,57.682,8
8,A,1999,1999,561,Administrative and support services,56.168,8
8,A,1999,1999,562,Waste management and remediation services,74.421,8
8,A,1999,1999,6,"Educational services, health care, and social assistance",59.207,8
8,A,1999,1999,61,Educational services,67.824,8
8,A,1999,1999,62,Health care and social assistance,57.857,8
8,A,1999,1999,621,Ambulatory health care services,50.947,8
8,A,1999,1999,622,Hospitals,60.804,8
8,A,1999,1999,623,Nursing and residential care facilities,79.911,8
8,A,1999,1999,624,Social assistance,64.594,8
8,A,1999,1999,7,"Arts, entertainment, recreation, accommodation, and food services",73.139,8
8,A,1999,1999,71,"Arts, entertainment, and recreation",68.507,8
8,A,1999,1999,711AS,"Performing arts, spectator sports, museums, and related activities",60.944,8
8,A,1999,1999,713,"Amusements, gambling, and recreation industries",78.737,8
8,A,1999,1999,72,Accommodation and food services,74.893,8
8,A,1999,1999,721,Accommodation,75.262,8
8,A,1999,1999,722,Food services and drinking places,74.528,8
8,A,1999,1999,81,"Other services, except government",109.669,8
8,A,1999,1999,FIRE,"Finance, insurance, real estate, rental, and leasing",67.922,8
8,A,1999,1999,G,Government,88.822,8
8,A,1999,1999,GDP,Gross domestic product,69.058,8
8,A,1999,1999,GF,Federal,86.403,8
8,A,1999,1999,GFE,Government enterprises,145.099,8
8,A,1999,1999,GFG,General government,81.233,8
8,A,1999,1999,GFGD,National defense,86.802,8
8,A,1999,1999,GFGN,Nondefense,73.566,8
8,A,1999,1999,GSL,State and local,90.055,8
8,A,1999,1999,GSLE,Government enterprises,106.967,8
8,A,1999,1999,GSLG,General government,88.890,8
8,A,1999,1999,HS,Housing,77.280,8
8,A,1999,1999,ICT,Information-communications-technology-producing industries<sup>3</sup>,19.926,8;8.3.A
8,A,1999,1999,ORE,Other real estate,30.389,8
8,A,1999,1999,PGOOD,Private goods-producing industries<sup>1</sup>,75.822,8;8.1.A
8,A,1999,1999,PROF,Professional and business services,58.261,8
8,A,1999,1999,PSERV,Private services-producing industries<sup>2</sup>,64.158,8;8.2.A
8,A,1999,1999,PVT,Private industries,66.605,8
8,A,2000,2000,11,"Agriculture, forestry, fishing, and hunting",73.450,8
8,A,2000,2000,111CA,Farms,74.202,8
8,A,2000,2000,113FF,"Forestry, fishing, and related activities",73.435,8
8,A,2000,2000,21,Mining,56.594,8
8,A,2000,2000,211,Oil and gas extraction,42.244,8
8,A,2000,2000,212,"Mining, except oil and gas",145.284,8
8,A,2000,2000,213,Support activities for mining,35.126,8
8,A,2000,2000,22,Utilities,89.504,8
